,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition
1,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",70.0
3,2.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"2,10",70.0
4,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",57.0
5,2.0,6.0,1.0,1.0,IND,Touchdown,-30.0,"2,6",53.0
6,3.0,1.0,1.0,1.0,IND,Touchdown,-30.0,"3,1",48.0
7,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",41.0
8,1.0,15.0,1.0,1.0,IND,Touchdown,-30.0,"1,15",46.0
9,2.0,1.0,1.0,1.0,IND,Touchdown,-30.0,"2,1",32.0
10,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",28.0
11,1.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"1,10",17.0
12,2.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"2,10",17.0
13,3.0,10.0,1.0,1.0,IND,Touchdown,-30.0,"3,10",17.0
14,4.0,1.0,1.0,1.0,IND,Touchdown,-30.0,"4,1",8.0
15,1.0,1.0,1.0,1.0,IND,Touchdown,-30.0,"1,1",1.0
1,1.0,10.0,1.0,1.0,TEN,Punt,-30.0,"1,10",80.0
2,2.0,10.0,1.0,1.0,TEN,Punt,-30.0,"2,10",80.0
3,1.0,10.0,1.0,1.0,TEN,Punt,-30.0,"1,10",69.0
4,2.0,7.0,1.0,1.0,TEN,Punt,-30.0,"2,7",66.0
6,1.0,10.0,1.0,1.0,TEN,Punt,-30.0,"1,10",53.0
7,1.0,10.0,0.0,1.0,TEN,Punt,-30.0,"1,10",42.0
9,2.0,9.0,0.0,1.0,TEN,Punt,-30.0,"2,9",41.0
10,3.0,9.0,0.0,1.0,TEN,Punt,-30.0,"3,9",41.0
11,4.0,9.0,0.0,1.0,TEN,Punt,-30.0,"4,9",41.0
0,1.0,10.0,1.0,1.0,IND,End of Half,-44.0,"1,10",94.0
2,2.0,7.0,1.0,1.0,IND,End of Half,-44.0,"2,7",91.0
5,3.0,5.0,1.0,1.0,IND,End of Half,-44.0,"3,5",89.0
6,1.0,10.0,0.0,1.0,IND,End of Half,-44.0,"1,10",79.0
8,2.0,3.0,0.0,1.0,IND,End of Half,-44.0,"2,3",72.0
1,1.0,10.0,1.0,1.0,STL,Touchdown,-30.0,"1,10",80.0
2,1.0,5.0,1.0,1.0,STL,Touchdown,-30.0,"1,5",75.0
3,1.0,10.0,1.0,1.0,STL,Touchdown,-30.0,"1,10",61.0
4,2.0,5.0,1.0,1.0,STL,Touchdown,-30.0,"2,5",56.0
5,3.0,2.0,1.0,1.0,STL,Touchdown,-30.0,"3,2",53.0
6,1.0,10.0,1.0,1.0,STL,Touchdown,-30.0,"1,10",50.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",78.0
2,2.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"2,10",78.0
3,3.0,2.0,1.0,1.0,NE,Touchdown,-28.0,"3,2",70.0
4,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",60.0
5,2.0,8.0,1.0,1.0,NE,Touchdown,-28.0,"2,8",58.0
6,3.0,2.0,1.0,1.0,NE,Touchdown,-28.0,"3,2",52.0
7,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",28.0
8,2.0,1.0,1.0,1.0,NE,Touchdown,-28.0,"2,1",19.0
9,3.0,1.0,1.0,1.0,NE,Touchdown,-28.0,"3,1",19.0
1,1.0,10.0,1.0,1.0,STL,Punt,-38.0,"1,10",88.0
2,1.0,10.0,1.0,1.0,STL,Punt,-38.0,"1,10",70.0
3,2.0,3.0,1.0,1.0,STL,Punt,-38.0,"2,3",63.0
4,1.0,10.0,1.0,1.0,STL,Punt,-38.0,"1,10",58.0
5,1.0,15.0,0.0,1.0,STL,Punt,-38.0,"1,15",63.0
6,2.0,6.0,0.0,1.0,STL,Punt,-38.0,"2,6",54.0
7,3.0,5.0,0.0,1.0,STL,Punt,-38.0,"3,5",53.0
8,4.0,17.0,0.0,1.0,STL,Punt,-38.0,"4,17",65.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,-33.0,"1,10",83.0
1,2.0,7.0,1.0,1.0,NE,Touchdown,-33.0,"2,7",80.0
2,1.0,10.0,1.0,1.0,NE,Touchdown,-33.0,"1,10",60.0
3,1.0,10.0,1.0,1.0,NE,Touchdown,-33.0,"1,10",35.0
4,2.0,1.0,1.0,1.0,NE,Touchdown,-33.0,"2,1",26.0
5,1.0,1.0,1.0,1.0,NE,Touchdown,-33.0,"1,1",1.0
6,2.0,2.0,1.0,1.0,NE,Touchdown,-33.0,"2,2",2.0
7,3.0,2.0,1.0,1.0,NE,Touchdown,-33.0,"3,2",2.0
8,4.0,1.0,1.0,1.0,NE,Touchdown,-33.0,"4,1",1.0
1,1.0,10.0,1.0,1.0,STL,Punt,-30.0,"1,10",80.0
2,2.0,3.0,1.0,1.0,STL,Punt,-30.0,"2,3",73.0
3,3.0,2.0,1.0,1.0,STL,Punt,-30.0,"3,2",72.0
4,1.0,10.0,1.0,1.0,STL,Punt,-30.0,"1,10",66.0
5,1.0,15.0,0.0,1.0,STL,Punt,-30.0,"1,15",71.0
6,2.0,11.0,0.0,1.0,STL,Punt,-30.0,"2,11",67.0
7,3.0,15.0,0.0,1.0,STL,Punt,-30.0,"3,15",71.0
8,4.0,15.0,0.0,1.0,STL,Punt,-30.0,"4,15",71.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",78.0
1,2.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"2,10",78.0
2,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",64.0
3,1.0,10.0,1.0,1.0,NE,Touchdown,-28.0,"1,10",47.0
4,2.0,4.0,1.0,1.0,NE,Touchdown,-28.0,"2,4",41.0
5,3.0,4.0,1.0,1.0,NE,Touchdown,-28.0,"3,4",41.0
6,1.0,9.0,1.0,1.0,NE,Touchdown,-28.0,"1,9",9.0
7,2.0,9.0,1.0,1.0,NE,Touchdown,-28.0,"2,9",9.0
8,3.0,7.0,1.0,1.0,NE,Touchdown,-28.0,"3,7",7.0
2,1.0,10.0,1.0,1.0,STL,Downs,-21.0,"1,10",71.0
3,2.0,10.0,1.0,1.0,STL,Downs,-21.0,"2,10",71.0
4,3.0,1.0,1.0,1.0,STL,Downs,-21.0,"3,1",62.0
5,1.0,10.0,1.0,1.0,STL,Downs,-21.0,"1,10",54.0
6,2.0,2.0,1.0,1.0,STL,Downs,-21.0,"2,2",46.0
7,1.0,10.0,1.0,1.0,STL,Downs,-21.0,"1,10",41.0
8,1.0,20.0,0.0,1.0,STL,Downs,-21.0,"1,20",51.0
10,2.0,22.0,0.0,1.0,STL,Downs,-21.0,"2,22",53.0
12,3.0,15.0,0.0,1.0,STL,Downs,-21.0,"3,15",46.0
14,4.0,4.0,0.0,1.0,STL,Downs,-21.0,"4,4",35.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,-6.0,"1,10",56.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-6.0,"1,10",41.0
2,2.0,10.0,1.0,1.0,NE,Touchdown,-6.0,"2,10",41.0
3,3.0,4.0,1.0,1.0,NE,Touchdown,-6.0,"3,4",35.0
4,1.0,10.0,1.0,1.0,NE,Touchdown,-6.0,"1,10",20.0
5,2.0,10.0,1.0,1.0,NE,Touchdown,-6.0,"2,10",20.0
7,3.0,1.0,1.0,1.0,NE,Touchdown,-6.0,"3,1",11.0
8,1.0,8.0,1.0,1.0,NE,Touchdown,-6.0,"1,8",8.0
9,2.0,8.0,1.0,1.0,NE,Touchdown,-6.0,"2,8",8.0
10,3.0,8.0,1.0,1.0,NE,Touchdown,-6.0,"3,8",8.0
11,1.0,1.0,1.0,1.0,NE,Touchdown,-6.0,"1,1",1.0
1,1.0,10.0,0.0,1.0,STL,End of Half,-21.0,"1,10",71.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",62.0
3,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",32.0
4,2.0,8.0,1.0,1.0,NE,Touchdown,-30.0,"2,8",30.0
5,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",20.0
6,1.0,9.0,1.0,1.0,NE,Touchdown,-30.0,"1,9",9.0
1,1.0,10.0,0.0,1.0,STL,Punt,-30.0,"1,10",80.0
2,2.0,6.0,0.0,1.0,STL,Punt,-30.0,"2,6",76.0
3,3.0,10.0,0.0,1.0,STL,Punt,-30.0,"3,10",80.0
4,4.0,2.0,0.0,1.0,STL,Punt,-30.0,"4,2",72.0
5,4.0,12.0,0.0,1.0,STL,Punt,-30.0,"4,12",82.0
0,1.0,10.0,1.0,1.0,NE,Field Goal,-16.0,"1,10",66.0
1,2.0,7.0,1.0,1.0,NE,Field Goal,-16.0,"2,7",63.0
2,1.0,10.0,1.0,1.0,NE,Field Goal,-16.0,"1,10",47.0
3,2.0,10.0,1.0,1.0,NE,Field Goal,-16.0,"2,10",47.0
4,1.0,6.0,0.0,1.0,NE,Field Goal,-16.0,"1,6",6.0
5,2.0,10.0,0.0,1.0,NE,Field Goal,-16.0,"2,10",10.0
6,3.0,8.0,0.0,1.0,NE,Field Goal,-16.0,"3,8",8.0
7,4.0,8.0,0.0,1.0,NE,Field Goal,-16.0,"4,8",8.0
1,1.0,10.0,1.0,1.0,STL,Punt,-28.0,"1,10",78.0
2,2.0,10.0,1.0,1.0,STL,Punt,-28.0,"2,10",78.0
3,3.0,10.0,1.0,1.0,STL,Punt,-28.0,"3,10",78.0
4,4.0,1.0,1.0,1.0,STL,Punt,-28.0,"4,1",69.0
5,1.0,10.0,1.0,1.0,STL,Punt,-28.0,"1,10",68.0
6,1.0,15.0,1.0,1.0,STL,Punt,-28.0,"1,15",73.0
7,1.0,10.0,0.0,1.0,STL,Punt,-28.0,"1,10",68.0
8,2.0,7.0,0.0,1.0,STL,Punt,-28.0,"2,7",65.0
9,3.0,4.0,0.0,1.0,STL,Punt,-28.0,"3,4",62.0
10,4.0,21.0,0.0,1.0,STL,Punt,-28.0,"4,21",79.0
0,1.0,10.0,0.0,1.0,NE,Punt,-5.0,"1,10",55.0
1,2.0,10.0,0.0,1.0,NE,Punt,-5.0,"2,10",55.0
2,3.0,17.0,0.0,1.0,NE,Punt,-5.0,"3,17",62.0
3,4.0,17.0,0.0,1.0,NE,Punt,-5.0,"4,17",62.0
0,1.0,10.0,1.0,1.0,STL,Downs,-30.0,"1,10",80.0
1,1.0,10.0,1.0,1.0,STL,Downs,-30.0,"1,10",64.0
2,2.0,14.0,1.0,1.0,STL,Downs,-30.0,"2,14",68.0
3,2.0,9.0,1.0,1.0,STL,Downs,-30.0,"2,9",63.0
4,1.0,10.0,0.0,1.0,STL,Downs,-30.0,"1,10",41.0
5,2.0,10.0,0.0,1.0,STL,Downs,-30.0,"2,10",41.0
7,3.0,6.0,0.0,1.0,STL,Downs,-30.0,"3,6",37.0
8,4.0,6.0,0.0,1.0,STL,Downs,-30.0,"4,6",37.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,-5.0,"1,10",55.0
1,2.0,13.0,1.0,1.0,NE,Touchdown,-5.0,"2,13",58.0
2,3.0,3.0,1.0,1.0,NE,Touchdown,-5.0,"3,3",48.0
3,3.0,8.0,1.0,1.0,NE,Touchdown,-5.0,"3,8",53.0
4,1.0,10.0,1.0,1.0,NE,Touchdown,-5.0,"1,10",44.0
5,1.0,10.0,1.0,1.0,NE,Touchdown,-5.0,"1,10",28.0
6,1.0,9.0,1.0,1.0,NE,Touchdown,-5.0,"1,9",9.0
7,1.0,14.0,1.0,1.0,NE,Touchdown,-5.0,"1,14",14.0
1,1.0,10.0,1.0,1.0,STL,Interception,-23.0,"1,10",73.0
2,2.0,6.0,1.0,1.0,STL,Interception,-23.0,"2,6",69.0
3,1.0,10.0,1.0,1.0,STL,Interception,-23.0,"1,10",56.0
4,1.0,5.0,1.0,1.0,STL,Interception,-23.0,"1,5",51.0
5,2.0,5.0,1.0,1.0,STL,Interception,-23.0,"2,5",51.0
6,1.0,10.0,0.0,1.0,STL,Interception,-23.0,"1,10",31.0
7,2.0,4.0,0.0,1.0,STL,Interception,-23.0,"2,4",25.0
0,1.0,10.0,1.0,1.0,NE,Punt,-38.0,"1,10",88.0
1,2.0,9.0,1.0,1.0,NE,Punt,-38.0,"2,9",87.0
2,3.0,7.0,1.0,1.0,NE,Punt,-38.0,"3,7",85.0
3,3.0,14.0,1.0,1.0,NE,Punt,-38.0,"3,14",92.0
4,1.0,10.0,0.0,1.0,NE,Punt,-38.0,"1,10",75.0
5,2.0,5.0,0.0,1.0,NE,Punt,-38.0,"2,5",70.0
6,3.0,5.0,0.0,1.0,NE,Punt,-38.0,"3,5",70.0
7,4.0,5.0,0.0,1.0,NE,Punt,-38.0,"4,5",70.0
0,1.0,10.0,1.0,1.0,STL,Interception,-41.0,"1,10",91.0
1,1.0,10.0,1.0,1.0,STL,Interception,-41.0,"1,10",72.0
2,2.0,5.0,1.0,1.0,STL,Interception,-41.0,"2,5",67.0
3,1.0,10.0,1.0,1.0,STL,Interception,-41.0,"1,10",62.0
4,2.0,10.0,1.0,1.0,STL,Interception,-41.0,"2,10",62.0
6,1.0,10.0,0.0,1.0,STL,Interception,-41.0,"1,10",23.0
7,2.0,2.0,0.0,1.0,STL,Interception,-41.0,"2,2",15.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",80.0
2,2.0,8.0,1.0,1.0,ATL,Touchdown,-30.0,"2,8",78.0
3,3.0,8.0,1.0,1.0,ATL,Touchdown,-30.0,"3,8",78.0
4,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",63.0
5,1.0,15.0,1.0,1.0,ATL,Touchdown,-30.0,"1,15",68.0
6,2.0,17.0,1.0,1.0,ATL,Touchdown,-30.0,"2,17",70.0
7,3.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"3,10",63.0
8,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",58.0
9,2.0,5.0,1.0,1.0,ATL,Touchdown,-30.0,"2,5",53.0
10,3.0,2.0,1.0,1.0,ATL,Touchdown,-30.0,"3,2",50.0
11,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",40.0
12,2.0,4.0,1.0,1.0,ATL,Touchdown,-30.0,"2,4",34.0
13,3.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"3,1",31.0
14,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",30.0
15,2.0,9.0,1.0,1.0,ATL,Touchdown,-30.0,"2,9",29.0
16,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",18.0
17,2.0,12.0,1.0,1.0,ATL,Touchdown,-30.0,"2,12",20.0
18,3.0,7.0,1.0,1.0,ATL,Touchdown,-30.0,"3,7",15.0
1,1.0,10.0,0.0,1.0,PHI,Punt,-33.0,"1,10",83.0
2,2.0,10.0,0.0,1.0,PHI,Punt,-33.0,"2,10",83.0
3,3.0,11.0,0.0,1.0,PHI,Punt,-33.0,"3,11",84.0
4,4.0,13.0,0.0,1.0,PHI,Punt,-33.0,"4,13",86.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,-1.0,"1,10",51.0
1,2.0,5.0,1.0,1.0,ATL,Touchdown,-1.0,"2,5",46.0
2,3.0,4.0,1.0,1.0,ATL,Touchdown,-1.0,"3,4",45.0
3,1.0,10.0,1.0,1.0,ATL,Touchdown,-1.0,"1,10",38.0
4,2.0,4.0,1.0,1.0,ATL,Touchdown,-1.0,"2,4",32.0
5,1.0,10.0,1.0,1.0,ATL,Touchdown,-1.0,"1,10",10.0
6,2.0,10.0,1.0,1.0,ATL,Touchdown,-1.0,"2,10",10.0
7,3.0,7.0,1.0,1.0,ATL,Touchdown,-1.0,"3,7",7.0
8,1.0,6.0,1.0,1.0,ATL,Touchdown,-1.0,"1,6",6.0
9,2.0,3.0,1.0,1.0,ATL,Touchdown,-1.0,"2,3",3.0
1,1.0,10.0,1.0,1.0,PHI,Touchdown,-16.0,"1,10",66.0
3,2.0,2.0,1.0,1.0,PHI,Touchdown,-16.0,"2,2",58.0
4,3.0,2.0,1.0,1.0,PHI,Touchdown,-16.0,"3,2",58.0
5,1.0,10.0,1.0,1.0,PHI,Touchdown,-16.0,"1,10",55.0
6,2.0,9.0,1.0,1.0,PHI,Touchdown,-16.0,"2,9",54.0
7,3.0,4.0,1.0,1.0,PHI,Touchdown,-16.0,"3,4",49.0
8,1.0,10.0,1.0,1.0,PHI,Touchdown,-16.0,"1,10",42.0
9,2.0,8.0,1.0,1.0,PHI,Touchdown,-16.0,"2,8",40.0
10,1.0,10.0,1.0,1.0,PHI,Touchdown,-16.0,"1,10",28.0
11,2.0,8.0,1.0,1.0,PHI,Touchdown,-16.0,"2,8",26.0
12,2.0,3.0,1.0,1.0,PHI,Touchdown,-16.0,"2,3",21.0
13,1.0,10.0,1.0,1.0,PHI,Touchdown,-16.0,"1,10",14.0
14,2.0,3.0,1.0,1.0,PHI,Touchdown,-16.0,"2,3",7.0
16,1.0,2.0,1.0,1.0,PHI,Touchdown,-16.0,"1,2",2.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-23.0,"1,10",73.0
2,1.0,10.0,1.0,1.0,ATL,Touchdown,-23.0,"1,10",59.0
3,1.0,15.0,1.0,1.0,ATL,Touchdown,-23.0,"1,15",64.0
4,2.0,14.0,1.0,1.0,ATL,Touchdown,-23.0,"2,14",63.0
1,1.0,10.0,1.0,1.0,PHI,Punt,-30.0,"1,10",80.0
3,1.0,10.0,1.0,1.0,PHI,Punt,-30.0,"1,10",68.0
4,2.0,9.0,1.0,1.0,PHI,Punt,-30.0,"2,9",67.0
5,3.0,3.0,1.0,1.0,PHI,Punt,-30.0,"3,3",61.0
6,1.0,10.0,0.0,1.0,PHI,Punt,-30.0,"1,10",57.0
7,2.0,2.0,0.0,1.0,PHI,Punt,-30.0,"2,2",49.0
8,3.0,2.0,0.0,1.0,PHI,Punt,-30.0,"3,2",49.0
9,4.0,2.0,0.0,1.0,PHI,Punt,-30.0,"4,2",49.0
0,1.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"1,10",91.0
1,2.0,6.0,1.0,1.0,ATL,Field Goal,-41.0,"2,6",87.0
3,1.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"1,10",80.0
4,1.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"1,10",70.0
5,1.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"1,10",60.0
6,2.0,9.0,1.0,1.0,ATL,Field Goal,-41.0,"2,9",59.0
7,1.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"1,10",48.0
8,2.0,10.0,1.0,1.0,ATL,Field Goal,-41.0,"2,10",48.0
9,3.0,4.0,1.0,1.0,ATL,Field Goal,-41.0,"3,4",42.0
11,1.0,10.0,0.0,1.0,ATL,Field Goal,-41.0,"1,10",28.0
12,2.0,8.0,0.0,1.0,ATL,Field Goal,-41.0,"2,8",26.0
13,3.0,8.0,0.0,1.0,ATL,Field Goal,-41.0,"3,8",26.0
15,4.0,7.0,0.0,1.0,ATL,Field Goal,-41.0,"4,7",25.0
1,1.0,10.0,0.0,1.0,PHI,End of Half,-20.0,"1,10",70.0
1,1.0,10.0,1.0,1.0,PHI,Field Goal,-33.0,"1,10",83.0
2,2.0,10.0,1.0,1.0,PHI,Field Goal,-33.0,"2,10",83.0
3,1.0,10.0,1.0,1.0,PHI,Field Goal,-33.0,"1,10",71.0
4,2.0,6.0,1.0,1.0,PHI,Field Goal,-33.0,"2,6",67.0
5,1.0,10.0,1.0,1.0,PHI,Field Goal,-33.0,"1,10",51.0
6,1.0,10.0,0.0,1.0,PHI,Field Goal,-33.0,"1,10",19.0
7,2.0,6.0,0.0,1.0,PHI,Field Goal,-33.0,"2,6",15.0
8,3.0,6.0,0.0,1.0,PHI,Field Goal,-33.0,"3,6",15.0
9,4.0,6.0,0.0,1.0,PHI,Field Goal,-33.0,"4,6",15.0
1,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",80.0
2,2.0,7.0,1.0,1.0,ATL,Field Goal,-30.0,"2,7",77.0
3,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",68.0
4,2.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"2,10",68.0
5,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",31.0
6,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",20.0
7,2.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"2,10",20.0
9,3.0,3.0,1.0,1.0,ATL,Field Goal,-30.0,"3,3",13.0
10,1.0,5.0,0.0,1.0,ATL,Field Goal,-30.0,"1,5",5.0
11,2.0,6.0,0.0,1.0,ATL,Field Goal,-30.0,"2,6",6.0
12,2.0,11.0,0.0,1.0,ATL,Field Goal,-30.0,"2,11",11.0
13,3.0,16.0,0.0,1.0,ATL,Field Goal,-30.0,"3,16",16.0
14,4.0,11.0,0.0,1.0,ATL,Field Goal,-30.0,"4,11",11.0
1,1.0,10.0,0.0,1.0,PHI,Punt,-25.0,"1,10",75.0
2,2.0,10.0,0.0,1.0,PHI,Punt,-25.0,"2,10",75.0
3,3.0,10.0,0.0,1.0,PHI,Punt,-25.0,"3,10",75.0
4,4.0,1.0,0.0,1.0,PHI,Punt,-25.0,"4,1",66.0
0,1.0,10.0,1.0,1.0,ATL,Field Goal,-40.0,"1,10",90.0
1,2.0,12.0,1.0,1.0,ATL,Field Goal,-40.0,"2,12",92.0
2,1.0,10.0,1.0,1.0,ATL,Field Goal,-40.0,"1,10",78.0
3,2.0,4.0,1.0,1.0,ATL,Field Goal,-40.0,"2,4",72.0
4,1.0,10.0,1.0,1.0,ATL,Field Goal,-40.0,"1,10",29.0
5,2.0,9.0,1.0,1.0,ATL,Field Goal,-40.0,"2,9",28.0
6,1.0,10.0,0.0,1.0,ATL,Field Goal,-40.0,"1,10",18.0
7,2.0,9.0,0.0,1.0,ATL,Field Goal,-40.0,"2,9",17.0
8,3.0,9.0,0.0,1.0,ATL,Field Goal,-40.0,"3,9",17.0
10,4.0,4.0,0.0,1.0,ATL,Field Goal,-40.0,"4,4",12.0
1,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",80.0
2,2.0,14.0,1.0,1.0,PHI,Touchdown,-30.0,"2,14",84.0
3,3.0,3.0,1.0,1.0,PHI,Touchdown,-30.0,"3,3",73.0
4,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",60.0
5,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",50.0
6,2.0,6.0,1.0,1.0,PHI,Touchdown,-30.0,"2,6",46.0
7,3.0,9.0,1.0,1.0,PHI,Touchdown,-30.0,"3,9",49.0
8,4.0,9.0,1.0,1.0,PHI,Touchdown,-30.0,"4,9",49.0
9,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",35.0
10,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",25.0
11,2.0,1.0,1.0,1.0,PHI,Touchdown,-30.0,"2,1",16.0
12,3.0,2.0,1.0,1.0,PHI,Touchdown,-30.0,"3,2",17.0
13,1.0,10.0,1.0,1.0,PHI,Touchdown,-30.0,"1,10",14.0
14,1.0,4.0,1.0,1.0,PHI,Touchdown,-30.0,"1,4",4.0
15,2.0,7.0,1.0,1.0,PHI,Touchdown,-30.0,"2,7",7.0
16,3.0,7.0,1.0,1.0,PHI,Touchdown,-30.0,"3,7",7.0
1,1.0,10.0,0.0,1.0,ATL,Punt,-36.0,"1,10",86.0
2,2.0,3.0,0.0,1.0,ATL,Punt,-36.0,"2,3",79.0
3,3.0,4.0,0.0,1.0,ATL,Punt,-36.0,"3,4",80.0
4,4.0,4.0,0.0,1.0,ATL,Punt,-36.0,"4,4",80.0
0,1.0,10.0,1.0,1.0,PHI,Downs,-15.0,"1,10",65.0
1,1.0,10.0,0.0,1.0,PHI,Downs,-15.0,"1,10",50.0
2,2.0,10.0,0.0,1.0,PHI,Downs,-15.0,"2,10",50.0
3,3.0,12.0,0.0,1.0,PHI,Downs,-15.0,"3,12",52.0
4,4.0,12.0,0.0,1.0,PHI,Downs,-15.0,"4,12",52.0
0,1.0,10.0,0.0,1.0,ATL,Blocked Punt,2.0,"1,10",48.0
2,2.0,6.0,0.0,1.0,ATL,Blocked Punt,2.0,"2,6",44.0
4,3.0,7.0,0.0,1.0,ATL,Blocked Punt,2.0,"3,7",45.0
5,4.0,18.0,0.0,1.0,ATL,Blocked Punt,2.0,"4,18",56.0
6,4.0,23.0,0.0,1.0,ATL,Blocked Punt,2.0,"4,23",61.0
0,1.0,10.0,0.0,1.0,PHI,Downs,-8.0,"1,10",58.0
1,2.0,17.0,0.0,1.0,PHI,Downs,-8.0,"2,17",65.0
2,3.0,9.0,0.0,1.0,PHI,Downs,-8.0,"3,9",57.0
3,3.0,19.0,0.0,1.0,PHI,Downs,-8.0,"3,19",67.0
4,4.0,18.0,0.0,1.0,PHI,Downs,-8.0,"4,18",66.0
0,1.0,10.0,0.0,1.0,ATL,Downs,16.0,"1,10",34.0
2,2.0,8.0,0.0,1.0,ATL,Downs,16.0,"2,8",32.0
3,3.0,5.0,0.0,1.0,ATL,Downs,16.0,"3,5",29.0
4,4.0,6.0,0.0,1.0,ATL,Downs,16.0,"4,6",30.0
5,4.0,1.0,0.0,1.0,ATL,Downs,16.0,"4,1",25.0
1,1.0,10.0,1.0,1.0,CAR,Punt,-30.0,"1,10",80.0
2,2.0,8.0,1.0,1.0,CAR,Punt,-30.0,"2,8",78.0
3,3.0,8.0,1.0,1.0,CAR,Punt,-30.0,"3,8",78.0
4,1.0,10.0,0.0,1.0,CAR,Punt,-30.0,"1,10",60.0
5,2.0,10.0,0.0,1.0,CAR,Punt,-30.0,"2,10",60.0
6,3.0,11.0,0.0,1.0,CAR,Punt,-30.0,"3,11",61.0
7,4.0,1.0,0.0,1.0,CAR,Punt,-30.0,"4,1",51.0
0,1.0,10.0,1.0,1.0,CHI,Interception,-24.0,"1,10",74.0
1,1.0,10.0,1.0,1.0,CHI,Interception,-24.0,"1,10",74.0
2,2.0,4.0,1.0,1.0,CHI,Interception,-24.0,"2,4",68.0
3,1.0,10.0,0.0,1.0,CHI,Interception,-24.0,"1,10",59.0
4,2.0,1.0,0.0,1.0,CHI,Interception,-24.0,"2,1",50.0
0,1.0,10.0,1.0,1.0,CAR,Punt,-45.0,"1,10",95.0
1,2.0,10.0,1.0,1.0,CAR,Punt,-45.0,"2,10",95.0
2,3.0,8.0,1.0,1.0,CAR,Punt,-45.0,"3,8",93.0
3,1.0,10.0,0.0,1.0,CAR,Punt,-45.0,"1,10",84.0
4,2.0,6.0,0.0,1.0,CAR,Punt,-45.0,"2,6",80.0
5,3.0,6.0,0.0,1.0,CAR,Punt,-45.0,"3,6",80.0
6,4.0,12.0,0.0,1.0,CAR,Punt,-45.0,"4,12",86.0
0,1.0,10.0,1.0,1.0,CHI,Touchdown,1.0,"1,10",49.0
1,1.0,10.0,1.0,1.0,CHI,Touchdown,1.0,"1,10",33.0
2,1.0,10.0,1.0,1.0,CHI,Touchdown,1.0,"1,10",15.0
3,2.0,8.0,1.0,1.0,CHI,Touchdown,1.0,"2,8",13.0
